,gid,행정동,geometry,coordinates,centroid,인구수,고령인구수,id,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수
1488,�쇰씪66b91b,사봉면,"MULTIPOLYGON (((128.2306784554058 35.2166620075988, 128.230718861434 35.22117019756563, 128.236212585866 35.22113691180868, 128.2361718761219 35.21662872736717, 128.2306784554058 35.2166620075988)))","[[128.23067845540584, 35.2166620075988], [128.23071886143404, 35.22117019756563], [128.236212585866, 35.22113691180868], [128.23617187612194, 35.21662872736717], [128.23067845540584, 35.2166620075988]]",POINT (128.2334454445196 35.21889948185945),9.999999999999998,0.0,1488,0,0,0,0,0,0,0,0
1489,�쇰씪44b98b,명석면,"MULTIPOLYGON (((127.9893391371038 35.28099676281486, 127.9893662620799 35.28550510756109, 127.9948645776643 35.28548273903304, 127.9948371479535 35.28097439799704, 127.9893391371038 35.28099676281486)))","[[127.98933913710383, 35.28099676281486], [127.98936626207991, 35.285505107561086], [127.99486457766434, 35.285482739033036], [127.99483714795348, 35.28097439799704], [127.98933913710383, 35.28099676281486]]",POINT (127.9921017810753 35.2832397726764),44.0,27.0,1489,0,0,0,0,0,0,0,0
1491,�쇰씪66b93a,대곡면,"MULTIPOLYGON (((128.2307997004121 35.2301865672861, 128.2308401333659 35.23469474703936, 128.23633476935 35.23466144470284, 128.2362940324781 35.23015327047671, 128.2307997004121 35.2301865672861)))","[[128.23079970041206, 35.2301865672861], [128.23084013336586, 35.234694747039356], [128.23633476935004, 35.23466144470284], [128.23629403247807, 35.230153270476706], [128.23079970041206, 35.2301865672861]]",POINT (128.2335671587144 35.23242402816098),0.0,0.0,1491,0,0,0,0,0,0,0,0
1492,�쇰씪75b87a,이반성면,"MULTIPOLYGON (((128.3291461950481 35.17545192095903, 128.3291919760626 35.17996003587361, 128.3346827967726 35.17992231983902, 128.3346367126867 35.1754142111883, 128.3291461950481 35.17545192095903)))","[[128.32914619504814, 35.175451920959034], [128.32919197606262, 35.17996003587361], [128.33468279677263, 35.179922319839015], [128.3346367126867, 35.1754142111883], [128.32914619504814, 35.175451920959034]]",POINT (128.3319144199294 35.17768714270721),0.0,,1492,0,0,0,0,0,0,0,0
1493,�쇰쭏50b00a,집현면,"MULTIPOLYGON (((128.0554072160685 35.29423677678753, 128.0554380182825 35.29874506410427, 128.0609371708597 35.29871968420411, 128.0609060637251 35.29421140109634, 128.0554072160685 35.29423677678753)))","[[128.0554072160685, 35.29423677678753], [128.05543801828247, 35.298745064104274], [128.06093717085972, 35.29871968420411], [128.06090606372507, 35.29421140109634], [128.0554072160685, 35.29423677678753]]",POINT (128.0581721170922 35.2964782523828),0.0,0.0,1493,0,0,0,0,0,0,0,0
1494,�쇰씪51a99a,집현면,"MULTIPOLYGON (((128.0608438701745 35.28519482470802, 128.0608749634972 35.28970311459758, 128.0663734993956 35.28967749318425, 128.0663421012891 35.28516920754421, 128.0608438701745 35.28519482470802)))","[[128.06084387017447, 35.28519482470802], [128.06087496349718, 35.28970311459758], [128.06637349939555, 35.28967749318425], [128.0663421012891, 35.285169207544214], [128.06084387017447, 35.28519482470802]]",POINT (128.0636086084459 35.2874361808363),28.000000000000004,15.0,1494,0,0,0,0,0,0,0,0
1495,�쇰씪76a88a,이반성면,"MULTIPOLYGON (((128.3347288910926 35.18443042507501, 128.3347749956489 35.1889385268961, 128.3402664124652 35.18890054937473, 128.3402200047051 35.18439245386021, 128.3347288910926 35.18443042507501)))","[[128.33472889109262, 35.18443042507501], [128.33477499564887, 35.188938526896095], [128.3402664124652, 35.18890054937473], [128.34022000470515, 35.18439245386021], [128.33472889109262, 35.18443042507501]]",POINT (128.3374975757635 35.18666550955056),23.0,11.0,1495,0,1,0,0,0,0,0,0
1496,�쇰씪59a97a,대곡면,"MULTIPOLYGON (((128.1486708947229 35.26672206242048, 128.148706832458 35.27123029293696, 128.1542040300457 35.27120069242593, 128.1541677878239 35.26669246681999, 128.1486708947229 35.26672206242048)))","[[128.14867089472293, 35.26672206242048], [128.148706832458, 35.271230292936956], [128.1542040300457, 35.27120069242593], [128.1541677878239, 35.26669246681999], [128.14867089472293, 35.26672206242048]]",POINT (128.1514373860968 35.26896139946402),0.0,0.0,1496,0,0,0,0,0,0,0,0
1497,�쇰씪57a97a,미천면,"MULTIPOLYGON (((128.1266832432032 35.26683794775105, 128.1267179629738 35.27134619749545, 128.1322151920796 35.271317595981, 128.1321801678154 35.26680935098143, 128.1266832432032 35.26683794775105)))","[[128.12668324320325, 35.26683794775105], [128.1267179629738, 35.271346197495454], [128.13221519207963, 35.271317595980996], [128.13218016781536, 35.266809350981426], [128.12668324320325, 35.26683794775105]]",POINT (128.1294491413578 35.26907779386562),0.0,0.0,1497,0,0,0,0,0,0,0,0
1498,�쇰씪56b95b,집현면,"MULTIPOLYGON (((128.1210831108974 35.25334151109632, 128.121117503254 35.25784977572911, 128.1266138267869 35.25782143807534, 128.1265791301376 35.25331317814441, 128.1210831108974 35.25334151109632)))","[[128.12108311089742, 35.253341511096316], [128.121117503254, 35.257849775729106], [128.12661382678687, 35.25782143807534], [128.1265791301376, 35.25331317814441], [128.12108311089742, 35.253341511096316]]",POINT (128.1238483926101 35.25558149656437),19.0,8.0,1498,0,0,0,0,0,0,0,0
1499,�쇰씪62a92a,대곡면,"MULTIPOLYGON (((128.1812749458451 35.22145855192507, 128.1813126267095 35.22596678635879, 128.186806733273 35.2259357389543, 128.186768748608 35.22142750967409, 128.1812749458451 35.22145855192507)))","[[128.1812749458451, 35.22145855192507], [128.18131262670948, 35.22596678635879], [128.18680673327302, 35.2259357389543], [128.18676874860805, 35.221427509674086], [128.1812749458451, 35.22145855192507]]",POINT (128.1840407634343 35.22369716750641),26.0,15.0,1499,0,1,0,0,0,0,0,0
1500,�쇰씪75a85a,이반성면,"MULTIPOLYGON (((128.3234738564321 35.15745686321726, 128.3235192939974 35.16196499800582, 128.3290089129828 35.16192755573313, 128.3289631726128 35.15741942716443, 128.3234738564321 35.15745686321726)))","[[128.32347385643214, 35.15745686321726], [128.32351929399735, 35.16196499800582], [128.32900891298277, 35.16192755573313], [128.32896317261282, 35.157419427164434], [128.32347385643214, 35.15745686321726]]",POINT (128.3262413087943 35.15969223175868),0.0,0.0,1500,0,0,0,0,0,0,0,0
1501,�쇰쭏48b00b,명석면,"MULTIPOLYGON (((128.0334413402449 35.29884408354906, 128.0334709293309 35.30335238389821, 128.0389704138585 35.30332800001879, 128.0389405197782 35.29881970371322, 128.0334413402449 35.29884408354906)))","[[128.0334413402449, 35.29884408354906], [128.03347092933095, 35.30335238389821], [128.0389704138585, 35.303328000018794], [128.03894051977815, 35.29881970371322], [128.0334413402449, 35.29884408354906]]",POINT (128.036205800667 35.30108606363319),0.0,0.0,1501,0,0,0,0,0,0,0,0
1502,�쇰씪58a89a,금산면,"MULTIPOLYGON (((128.1371128901559 35.19464819926456, 128.1371480936161 35.19915649380248, 128.1426404433571 35.19912746996752, 128.1426049364864 35.19461918024889, 128.1371128901559 35.19464819926456)))","[[128.13711289015592, 35.194648199264556], [128.1371480936161, 35.199156493802484], [128.1426404433571, 35.19912746996752], [128.14260493648644, 35.19461918024889], [128.13711289015592, 35.194648199264556]]",POINT (128.1398765907402 35.19688785657895),61.0,26.0,1502,0,0,0,0,0,0,0,0
1504,�쇰씪60b81b,금곡면,"MULTIPOLYGON (((128.1640232122363 35.12687615588322, 128.1640598106237 35.13138447683523, 128.1695475763047 35.13135428291473, 128.1695106755245 35.12684596698062, 128.1640232122363 35.12687615588322)))","[[128.16402321223634, 35.12687615588322], [128.16405981062366, 35.13138447683523], [128.16954757630472, 35.13135428291473], [128.16951067552452, 35.12684596698062], [128.16402321223634, 35.12687615588322]]",POINT (128.1667853185009 35.12911524135962),0.0,0.0,1504,0,0,0,0,0,0,0,0
1505,�쇰씪55a84b,가좌동,"MULTIPOLYGON (((128.1038603370855 35.15424202753071, 128.1038936533964 35.15875038062442, 128.1093833206731 35.15872289245342, 128.1093497015472 35.15421454392641, 128.1038603370855 35.15424202753071)))","[[128.10386033708545, 35.15424202753071], [128.1038936533964, 35.15875038062442], [128.1093833206731, 35.15872289245342], [128.10934970154722, 35.154214543926415], [128.10386033708545, 35.15424202753071]]",POINT (128.1066217530199 35.15648248186113),2384.0,385.0,1505,0,0,0,1,0,0,0,1
1506,�쇰씪55b89b,초전동,"MULTIPOLYGON (((128.109686228988 35.19929787664345, 128.1097199228512 35.20380619126623, 128.115212614495 35.20377840826664, 128.1151786171454 35.19927009825687, 128.109686228988 35.19929787664345)))","[[128.10968622898795, 35.19929787664345], [128.1097199228512, 35.20380619126623], [128.11521261449502, 35.20377840826664], [128.1151786171454, 35.19927009825687], [128.10968622898795, 35.19929787664345]]",POINT (128.1124493457133 35.2015381643701),4273.0,613.0,1506,0,4,0,0,0,0,0,0
1507,�쇰씪49a86a,판문동,"MULTIPOLYGON (((128.0380764727762 35.16807763724532, 128.0381061749659 35.17258603176552, 128.0435968354974 35.17256151611321, 128.0435668302723 35.16805312566519, 128.0380764727762 35.16807763724532)))","[[128.03807647277617, 35.16807763724532], [128.0381061749659, 35.17258603176552], [128.04359683549737, 35.17256151611321], [128.04356683027234, 35.16805312566519], [128.03807647277617, 35.16807763724532]]",POINT (128.0408365782393 35.17031959843558),93.0,35.0,1507,0,2,0,0,0,0,0,0
1510,�쇰씪63b92b,대곡면,"MULTIPOLYGON (((128.197794921026 35.22587289617189, 128.1978335218571 35.23038111161994, 128.203327906774 35.2303493109663, 128.2032890020806 35.22584110079647, 128.197794921026 35.22587289617189)))","[[128.19779492102603, 35.225872896171886], [128.19783352185706, 35.23038111161994], [128.20332790677404, 35.230349310966304], [128.2032890020806, 35.22584110079647], [128.19779492102603, 35.225872896171886]]",POINT (128.2005613377556 35.22811112567027),0.0,,1510,0,0,0,0,0,0,0,0
1511,�쇰씪59a87b,충무공동,"MULTIPOLYGON (((128.1479895917941 35.18106503724702, 128.1480253782257 35.18557333228849, 128.1535168021096 35.18554382498663, 128.153480712473 35.18103553484558, 128.1479895917941 35.18106503724702)))","[[128.14798959179407, 35.18106503724702], [128.1480253782257, 35.18557333228849], [128.15351680210955, 35.18554382498663], [128.15348071247297, 35.181035534845584], [128.14798959179407, 35.18106503724702]]",POINT (128.1507531209839 35.18330445308958),1157.0,90.0,1511,2,0,0,0,0,0,0,0
1512,�쇰씪41a85a,수곡면,"MULTIPOLYGON (((127.9501802113461 35.15941906453848, 127.9502050537474 35.16392752534664, 127.9556952057006 35.16390699835977, 127.955670060377 35.15939854096166, 127.9501802113461 35.15941906453848)))","[[127.95018021134614, 35.159419064538476], [127.95020505374744, 35.163927525346644], [127.95569520570058, 35.16390699835977], [127.95567006037702, 35.15939854096166], [127.95018021134614, 35.159419064538476]]",POINT (127.9529376326766 35.16166305303367),0.0,0.0,1512,0,1,0,0,0,0,0,0
1513,�쇰쭏52a04a,미천면,"MULTIPOLYGON (((128.0721576713321 35.33022600133216, 128.0721894446967 35.33473424875535, 128.0776910181131 35.3347080841336, 128.0776589392904 35.33019984104754, 128.0721576713321 35.33022600133216)))","[[128.0721576713321, 35.33022600133216], [128.07218944469668, 35.334734248755346], [128.07769101811314, 35.334708084133595], [128.07765893929042, 35.330199841047545], [128.0721576713321, 35.33022600133216]]",POINT (128.0749242682125 35.33246706467941),0.0,0.0,1513,0,0,0,0,0,0,0,0
1514,�쇰쭏56a02b,미천면,"MULTIPOLYGON (((128.1160650063952 35.31648505561563, 128.1160992005935 35.32099327737131, 128.1215997989868 35.32096512404674, 128.1215652995468 35.31645690695861, 128.1160650063952 35.31648505561563)))","[[128.11606500639516, 35.31648505561563], [128.11609920059348, 35.320993277371315], [128.12159979898684, 35.32096512404674], [128.12156529954683, 35.316456906958614], [128.11606500639516, 35.31648505561563]]",POINT (128.1188323262237 35.31872511184956),26.0,15.0,1514,0,0,0,0,0,0,0,0
1515,�쇰씪61a91b,금산면,"MULTIPOLYGON (((128.1702502502616 35.217011640557, 128.1702873152879 35.22151988857159, 128.1757811347159 35.22148934489132, 128.1757437659527 35.21698110194691, 128.1702502502616 35.217011640557)))","[[128.1702502502616, 35.217011640557], [128.17028731528788, 35.22151988857159], [128.1757811347159, 35.22148934489132], [128.17574376595275, 35.21698110194691], [128.1702502502616, 35.217011640557]]",POINT (128.1730156163826 35.21925051476671),13.0,0.0,1515,0,0,0,0,0,0,0,0
1516,�쇰씪63b83b,금곡면,"MULTIPOLYGON (((128.1971015697844 35.14472443672268, 128.1971400166363 35.14923271335911, 128.2026289423383 35.14920100762577, 128.202590192836 35.14469273625726, 128.1971015697844 35.14472443672268)))","[[128.19710156978442, 35.14472443672268], [128.19714001663627, 35.14923271335911], [128.2026289423383, 35.14920100762577], [128.20259019283597, 35.144692736257255], [128.19710156978442, 35.14472443672268]]",POINT (128.199865180219 35.14696274421081),18.0,13.0,1516,0,0,0,0,0,0,0,0
1517,�쇰씪60a99b,대곡면,"MULTIPOLYGON (((128.1598474875916 35.28920369079203, 128.1598840748972 35.29371189444878, 128.1653827797505 35.29368176947131, 128.1653458876235 35.28917357081068, 128.1598474875916 35.28920369079203)))","[[128.15984748759163, 35.28920369079203], [128.15988407489723, 35.29371189444878], [128.1653827797505, 35.29368176947131], [128.16534588762354, 35.28917357081068], [128.15984748759163, 35.28920369079203]]",POINT (128.1626150572974 35.29144275221103),66.0,32.0,1517,0,1,0,0,0,0,0,0
1518,�쇰씪57b94a,집현면,"MULTIPOLYGON (((128.1319701854739 35.23975980967025, 128.1320051631056 35.24426807504422, 128.137500558495 35.24423925248865, 128.1374652767767 35.23973099189783, 128.1319701854739 35.23975980967025)))","[[128.13197018547393, 35.23975980967025], [128.1320051631056, 35.24426807504422], [128.13750055849496, 35.244239252488654], [128.13746527677668, 35.23973099189783], [128.13197018547393, 35.23975980967025]]",POINT (128.134735295801 35.24199955306787),0.0,0.0,1518,0,0,0,0,0,0,0,0
1520,�쇰씪51b84b,내동면,"MULTIPOLYGON (((128.0654345824894 35.15442744964023, 128.0654657790512 35.15893583354389, 128.0709554967092 35.15891008644967, 128.0709239973215 35.15440170682348, 128.0654345824894 35.15442744964023)))","[[128.06543458248944, 35.15442744964023], [128.06546577905115, 35.15893583354389], [128.07095549670925, 35.158910086449666], [128.0709239973215, 35.15440170682348], [128.06543458248944, 35.15442744964023]]",POINT (128.068194963747 35.15666878984204),24.0,12.0,1520,0,0,0,0,0,0,0,0
1522,�쇰씪61a85a,금곡면,"MULTIPOLYGON (((128.1697691531465 35.15840410723594, 128.1698061113304 35.16291239940709, 128.1752959874347 35.16288192159635, 128.1752587263894 35.15837363448824, 128.1697691531465 35.15840410723594)))","[[128.16976915314646, 35.15840410723594], [128.16980611133036, 35.16291239940709], [128.17529598743474, 35.16288192159635], [128.1752587263894, 35.15837363448824], [128.16976915314646, 35.15840410723594]]",POINT (128.1725324944027 35.16064303641213),26.0,6.0,1522,0,0,0,0,0,0,0,0
1523,�쇰씪48b97b,명석면,"MULTIPOLYGON (((128.033263943642 35.27179421029316, 128.0332934933315 35.27630253097307, 128.0387911489084 35.27627817134855, 128.0387612946306 35.27176985470959, 128.033263943642 35.27179421029316)))","[[128.033263943642, 35.27179421029316], [128.03329349333154, 35.27630253097307], [128.0387911489084, 35.27627817134855], [128.03876129463058, 35.27176985470959], [128.033263943642, 35.27179421029316]]",POINT (128.0360274699918 35.27403621264874),0.0,0.0,1523,0,0,0,0,0,0,0,0
1524,�쇰씪70a94a,지수면,"MULTIPOLYGON (((128.2693449627043 35.23896453019768, 128.2693875419481 35.24347266357332, 128.274882721199 35.2434376038569, 128.2748398379163 35.23892947629935, 128.2693449627043 35.23896453019768)))","[[128.26934496270428, 35.238964530197684], [128.2693875419481, 35.24347266357332], [128.27488272119902, 35.2434376038569], [128.2748398379163, 35.238929476299354], [128.26934496270428, 35.238964530197684]]",POINT (128.272113765745 35.24120108927301),0.0,0.0,1524,0,0,0,0,0,0,0,0
1525,�쇰씪49b86b,판문동,"MULTIPOLYGON (((128.0435968354974 35.17256151611321, 128.0436268473862 35.17706990317675, 128.049117804355 35.17704513455306, 128.0490874893651 35.1725367516035, 128.0435968354974 35.17256151611321)))","[[128.04359683549737, 35.17256151611321], [128.04362684738615, 35.17706990317675], [128.04911780435498, 35.17704513455306], [128.04908748936506, 35.172536751603495], [128.04359683549737, 35.17256151611321]]",POINT (128.0463572440109 35.17480334710331),17.0,0.0,1525,0,0,0,0,0,0,0,0
1526,�쇰씪47b93a,명석면,"MULTIPOLYGON (((128.0220090464604 35.23126706202338, 128.0220379291884 35.23577542113641, 128.027532858935 35.2357515967425, 128.0275036722239 35.23124324158366, 128.0220090464604 35.23126706202338)))","[[128.02200904646043, 35.23126706202338], [128.02203792918843, 35.23577542113641], [128.027532858935, 35.235751596742496], [128.0275036722239, 35.23124324158366], [128.02200904646043, 35.23126706202338]]",POINT (128.024770876568 35.23350935115815),23.0,9.0,1526,0,0,0,0,0,0,0,0
1527,�쇰씪49a89b,이현동,"MULTIPOLYGON (((128.0382845266812 35.19963632781526, 128.0383142750768 35.20414469864317, 128.0438070587405 35.20412015447317, 128.0437770068381 35.19961178772054, 128.0382845266812 35.19963632781526)))","[[128.03828452668117, 35.19963632781526], [128.03831427507677, 35.20414469864317], [128.04380705874047, 35.204120154473166], [128.04377700683813, 35.19961178772054], [128.03828452668117, 35.19963632781526]]",POINT (128.0410457166957 35.20187826292545),0.0,0.0,1527,0,0,0,0,0,0,0,0
1529,�쇰씪65a90a,진성면,"MULTIPOLYGON (((128.2140797076994 35.20323571360001, 128.2141191762672 35.20774393010104, 128.2196120164535 35.2077114083697, 128.2195722443661 35.2032031972681, 128.2140797076994 35.20323571360001)))","[[128.21407970769943, 35.20323571360001], [128.2141191762672, 35.20774393010104], [128.21961201645345, 35.2077114083697], [128.21957224436613, 35.203203197268095], [128.21407970769943, 35.20323571360001]]",POINT (128.2168457860133 35.20547358309893),76.0,39.99999999999999,1529,0,1,0,0,0,0,0,0
1530,�쇰씪50a89b,이현동,"MULTIPOLYGON (((128.0492694803226 35.1995869985203, 128.0492998357301 35.2040953611563, 128.0547926059782 35.20407031869353, 128.0547619470669 35.19956196021556, 128.0492694803226 35.1995869985203)))","[[128.04926948032255, 35.1995869985203], [128.04929983573007, 35.2040953611563], [128.05479260597818, 35.20407031869353], [128.05476194706694, 35.19956196021556], [128.04926948032255, 35.1995869985203]]",POINT (128.0520309671332 35.20182868040874),13.0,0.0,1530,0,0,0,0,0,0,0,0
1534,�쇰씪55a91b,장재동,"MULTIPOLYGON (((128.1043274393493 35.21735866236808, 128.104360859396 35.22186696799743, 128.1098547731488 35.22183941584063, 128.1098210493444 35.21733111478494, 128.1043274393493 35.21735866236808)))","[[128.1043274393493, 35.217358662368085], [128.10436085939602, 35.22186696799743], [128.10985477314878, 35.221839415840634], [128.10982104934436, 35.21733111478494], [128.1043274393493, 35.217358662368085]]",POINT (128.1070910301545 35.21959906102341),13.0,0.0,1534,0,0,0,0,0,0,0,0
1536,�쇰씪61a86b,금곡면,"MULTIPOLYGON (((128.1698800523233 35.17192897356273, 128.169917035136 35.17643725554683, 128.1754078202282 35.17640676254366, 128.1753705343523 35.17189848562426, 128.1698800523233 35.17192897356273)))","[[128.16988005232332, 35.17192897356273], [128.169917035136, 35.17643725554683], [128.17540782022817, 35.176406762543664], [128.1753705343523, 35.17189848562426], [128.16988005232332, 35.17192897356273]]",POINT (128.1726438603376 35.17416789005991),78.0,39.99999999999999,1536,0,0,0,0,0,0,0,0
1537,�쇰씪46b92b,명석면,"MULTIPOLYGON (((128.0109915072826 35.22680558442329, 128.0110197757621 35.23131395470487, 128.016514414284 35.23129063306409, 128.016485841886 35.22678226665349, 128.0109915072826 35.22680558442329)))","[[128.01099150728257, 35.22680558442329], [128.0110197757621, 35.23131395470487], [128.01651441428402, 35.23129063306409], [128.01648584188604, 35.226782266653494], [128.01099150728257, 35.22680558442329]]",POINT (128.0137528846725 35.22904813049474),17.0,13.0,1537,0,0,0,0,0,0,0,0
1539,�쇰씪52a97a,집현면,"MULTIPOLYGON (((128.0717135842521 35.26711018118238, 128.0717452589942 35.27161847609649, 128.0772425621623 35.27159237215173, 128.0772105829102 35.26708408156814, 128.0717135842521 35.26711018118238)))","[[128.07171358425214, 35.26711018118238], [128.07174525899416, 35.271618476096485], [128.07724256216233, 35.27159237215173], [128.07721058291023, 35.26708408156814], [128.07171358425214, 35.26711018118238]]",POINT (128.0744779969335 35.26935129856356),23.0,9.0,1539,0,0,0,0,0,0,0,0
1541,�쇰씪46b81b,내동면,"MULTIPOLYGON (((128.0103711862629 35.12762058236717, 128.0103993169766 35.13212902705677, 128.0158872848565 35.13210579048043, 128.0158588517054 35.12759734965256, 128.0103711862629 35.12762058236717)))","[[128.01037118626286, 35.12762058236717], [128.01039931697662, 35.13212902705677], [128.01588728485655, 35.13210579048043], [128.01585885170536, 35.12759734965256], [128.01037118626286, 35.12762058236717]]",POINT (128.0131291598184 35.12986320809675),0.0,,1541,0,0,0,0,0,0,0,0
1542,�쇰씪52a94a,집현면,"MULTIPOLYGON (((128.0715236834343 35.24006034049808, 128.0715553160029 35.24456865575399, 128.0770507931242 35.24454257778535, 128.0770188564509 35.24003426685714, 128.0715236834343 35.24006034049808)))","[[128.07152368343426, 35.240060340498076], [128.07155531600287, 35.244568655753994], [128.0770507931242, 35.24454257778535], [128.0770188564509, 35.24003426685714], [128.07152368343426, 35.240060340498076]]",POINT (128.0742871621067 35.24230148101681),47.0,19.999999999999996,1542,0,0,0,0,0,0,0,0
1545,�쇰씪55a85b,가좌동,"MULTIPOLYGON (((128.1039269771064 35.16325873032907, 128.1039603082172 35.16776707664447, 128.1094505813254 35.16773957933859, 128.1094169472653 35.16323123759088, 128.1039269771064 35.16325873032907)))","[[128.10392697710643, 35.16325873032907], [128.10396030821718, 35.167767076644466], [128.10945058132543, 35.167739579338594], [128.10941694726526, 35.16323123759088], [128.10392697710643, 35.16325873032907]]",POINT (128.106688703323 35.16549917671002),2404.0,383.0,1545,0,2,0,1,0,0,0,0
1547,�쇰씪71b95a,지수면,"MULTIPOLYGON (((128.2859165520761 35.2478748484031, 128.2859600627488 35.25238295737704, 128.2914558214952 35.25234713737034, 128.291412006655 35.24783903433996, 128.2859165520761 35.2478748484031)))","[[128.28591655207612, 35.2478748484031], [128.28596006274879, 35.252382957377044], [128.29145582149516, 35.252347137370336], [128.29141200665495, 35.24783903433996], [128.28591655207612, 35.2478748484031]]",POINT (128.2886861105428 35.25011101517052),0.0,0.0,1547,0,0,0,0,0,0,0,0
1549,�쇰씪63a92b,대곡면,"MULTIPOLYGON (((128.192300831401 35.22590444222491, 128.1923391283678 35.2304126629098, 128.1978335218571 35.23038111161994, 128.197794921026 35.22587289617189, 128.192300831401 35.22590444222491)))","[[128.19230083140104, 35.22590444222491], [128.19233912836776, 35.2304126629098], [128.19783352185706, 35.23038111161994], [128.19779492102603, 35.225872896171886], [128.19230083140104, 35.22590444222491]]",POINT (128.1950671004856 35.22814279901333),0.0,0.0,1549,0,0,0,0,0,0,0,0
1550,�쇰씪53a91b,하촌동,"MULTIPOLYGON (((128.08235292584 35.2174663600939, 128.0823851308398 35.221974683604, 128.0878790738758 35.22194812865759, 128.0878465651118 35.21743980955562, 128.08235292584 35.2174663600939)))","[[128.08235292584, 35.2174663600939], [128.08238513083984, 35.221974683604], [128.08787907387577, 35.221948128657594], [128.08784656511182, 35.21743980955562], [128.08235292584, 35.2174663600939]]",POINT (128.0851159237674 35.21970726625361),0.0,0.0,1550,0,0,0,0,0,0,0,0
1551,�쇰씪65a92a,대곡면,"MULTIPOLYGON (((128.2142376345688 35.22126855919155, 128.2142771382085 35.22577676208353, 128.2197711931469 35.22574421874857, 128.219731385718 35.22123602125837, 128.2142376345688 35.22126855919155)))","[[128.21423763456878, 35.22126855919155], [128.2142771382085, 35.225776762083534], [128.21977119314693, 35.225744218748574], [128.219731385718, 35.22123602125837], [128.21423763456878, 35.22126855919155]]",POINT (128.2170043377275 35.22350641109852),0.0,0.0,1551,0,0,0,0,0,0,0,0
1552,�쇰씪65b89a,진성면,"MULTIPOLYGON (((128.2194927266812 35.19418676485804, 128.2195324811094 35.19869498276415, 128.2250247054953 35.19866222276202, 128.2249846476843 35.19415401029553, 128.2194927266812 35.19418676485804)))","[[128.21949272668115, 35.19418676485804], [128.21953248110935, 35.19869498276415], [128.22502470549531, 35.198662222762024], [128.2249846476843, 35.194154010295534], [128.21949272668115, 35.19418676485804]]",POINT (128.2222586400577 35.19642451592721),59.0,24.0,1552,0,1,0,0,0,0,0,0
1553,�쇰씪69a85b,진성면,"MULTIPOLYGON (((128.2576430983391 35.16239490532683, 128.2576849113621 35.16690310812645, 128.2631749498942 35.16686864476833, 128.2631328339735 35.16236044769343, 128.2576430983391 35.16239490532683)))","[[128.25764309833914, 35.162394905326835], [128.25768491136213, 35.16690310812645], [128.26317494989422, 35.16686864476833], [128.26313283397354, 35.16236044769343], [128.25764309833914, 35.162394905326835]]",POINT (128.2604089481973 35.16463179721148),46.0,32.0,1553,0,1,0,0,0,0,0,0
1554,�쇰씪49a83b,내동면,"MULTIPOLYGON (((128.0379280607239 35.14553561389038, 128.037957729953 35.15004402532792, 128.0434468759806 35.15001953003213, 128.0434169040524 35.14551112266456, 128.0379280607239 35.14553561389038)))","[[128.03792806072386, 35.14553561389038], [128.037957729953, 35.150044025327915], [128.0434468759806, 35.150019530032125], [128.0434169040524, 35.14551112266456], [128.03792806072386, 35.14553561389038]]",POINT (128.0406873925386 35.14777759369981),23.0,19.999999999999996,1554,0,0,0,0,0,0,0,0
1556,�쇰씪56a98b,미천면,"MULTIPOLYGON (((128.1157917259817 35.28041915930197, 128.1158258594906 35.28492740822657, 128.1213240178469 35.28489929222829, 128.121289579638 35.28039104796719, 128.1157917259817 35.28041915930197)))","[[128.11579172598172, 35.28041915930197], [128.11582585949057, 35.28492740822657], [128.12132401784692, 35.28489929222829], [128.12128957963805, 35.28039104796719], [128.11579172598172, 35.28041915930197]]",POINT (128.1185577955821 35.28265924775485),21.0,11.0,1556,0,0,0,0,0,0,0,0
1557,�쇰씪76b86b,이반성면,"MULTIPOLYGON (((128.3400808432373 35.17086814682389, 128.3401272200934 35.17537625258458, 128.3456177172012 35.17533804514942, 128.3455710373453 35.17082994573456, 128.3400808432373 35.17086814682389)))","[[128.3400808432373, 35.17086814682389], [128.34012722009345, 35.17537625258458], [128.34561771720118, 35.17533804514942], [128.34557103734534, 35.17082994573456], [128.3400808432373, 35.17086814682389]]",POINT (128.3428492042533 35.17310311831175),23.0,16.0,1557,1,1,0,0,0,0,0,0
1558,�쇰씪77a89a,이반성면,"MULTIPOLYGON (((128.3458045403105 35.19337040864803, 128.3458512720208 35.19787849098149, 128.3513432747586 35.19784000277016, 128.3512962397144 35.19333192682735, 128.3458045403105 35.19337040864803)))","[[128.34580454031052, 35.19337040864803], [128.3458512720208, 35.19787849098149], [128.35134327475862, 35.197840002770164], [128.3512962397144, 35.19333192682735], [128.34580454031052, 35.19337040864803]]",POINT (128.348573831484 35.19560522806256),11.0,0.0,1558,0,0,0,0,0,0,0,0
1559,�쇰씪62b81a,금곡면,"MULTIPOLYGON (((128.1859352164074 35.12224560573426, 128.1859730159606 35.12675390976248, 128.1914604460727 35.12672272719038, 128.1914223442011 35.12221442834468, 128.1859352164074 35.12224560573426)))","[[128.18593521640736, 35.122245605734264], [128.18597301596057, 35.126753909762485], [128.19146044607274, 35.12672272719038], [128.19142234420107, 35.12221442834468], [128.18593521640736, 35.122245605734264]]",POINT (128.1886977554833 35.12448418846046),21.0,13.0,1559,0,1,0,0,0,0,0,0
