ESNTL_ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ROAD_NM_CD,FCLTY_ROAD_NM_ADDR,LNM_ADDR,ADDR_ENG_NM,ADSTRD_CD,BULD_NM,BULD_MANAGE_CD,TEL_NO,ZIP_NO,HMPG_URL,FCLTY_LA,FCLTY_LO,ORIGIN_NM,DSPSN_TOILET_AT,ADIT_DC,UPDT_DT,REGIST_DT
KCDCOPO22N000001255,관광지,축제,장성탄탄축제활기찬동행,42,강원도,42190,태백시,4219010200,,4.21904E+11,강원도 태백시 장성1길 171(장성동),강원도 태백시 장성동 169-1 장성동행정복지센터,"171 Jangseong 1-gil, Taebaek-si, Gangwon-do",4219010200,장성동행정복지센터,4.21901E+24,033-581-6903,26052,,37.1005132,129.0082172,공공데이터,,,20230207,20230207
KCDCOPO22N000001256,관광지,축제,태백 황지연못 황부자며느리 축제,42,강원도,42190,태백시,4219010200,,4.21904E+11,강원도 태백시 장성1길 171(장성동),강원도 태백시 장성동 169-1 장성동행정복지센터,"171 Jangseong 1-gil, Taebaek-si, Gangwon-do",4219010200,장성동행정복지센터,4.21901E+24,033-552-1370,26052,,37.1005132,129.0082172,공공데이터,,,20230207,20230207
KCDCOPO22N000001257,관광지,축제,철암 단풍축제,42,강원도,42190,태백시,4219010200,,4.21904E+11,강원도 태백시 장성1길 171(장성동),강원도 태백시 장성동 169-1 장성동행정복지센터,"171 Jangseong 1-gil, Taebaek-si, Gangwon-do",4219010200,장성동행정복지센터,4.21901E+24,033-582-7906,26052,,37.1005132,129.0082172,공공데이터,,,20230207,20230207
KCDCOPO22N000001258,관광지,축제,태백산 눈축제,42,강원도,42190,태백시,4219010200,,4.21904E+11,강원도 태백시 장성1길 171(장성동),강원도 태백시 장성동 169-1 장성동행정복지센터,"171 Jangseong 1-gil, Taebaek-si, Gangwon-do",4219010200,장성동행정복지센터,4.21901E+24,033-553-6900,26052,,37.1005132,129.0082172,공공데이터,,,20230207,20230207
KCDCOPO22N000001259,관광지,축제,강릉단오제,42,강원도,42150,강릉시,4215012100,,4.21504E+11,강원도 강릉시 단오장길 1(노암동),강원도 강릉시 노암동 722-2 강릉단오제전수교육관,"1 Danojang-gil, Gangneung-si, Gangwon-do",4215012100,강릉단오제전수교육관,4.21501E+24,033-641-1593,25586,,37.7482021,128.8950714,공공데이터,,,20230207,20230207
KCDCOPO22N000001260,관광지,축제,제23회 정동진독립영화제,42,강원도,42150,강릉시,4215034028,정동진리,4.21503E+11,강원도 강릉시 강동면 헌화로 1055,강원도 강릉시 강동면 정동진리 184 정동초등학교,"1055 Heonhwa-ro, Gangdong-myeon, Gangneung-si, Gangwon-do",4215034028,정동초등학교,4.21503E+24,033-645-7415,25631,,37.6873532,129.0336174,공공데이터,,,20230207,20230207
KCDCOPO22N000001261,관광지,축제,강릉문화재야행,42,강원도,42150,강릉시,4215010700,,4.21504E+11,강원도 강릉시 임영로131번길 6(용강동),강원도 강릉시 용강동 58-1 임영관,"6 Imyeong-ro 131beon-gil, Gangneung-si, Gangwon-do",4215010700,임영관,4.21501E+24,033-823-3212,25534,,37.7529446,128.8919029,공공데이터,,,20230207,20230207
KCDCOPO22N000001262,관광지,축제,강릉커피축제,42,강원도,42150,강릉시,4215010700,,4.21504E+11,강원도 강릉시 임영로131번길 6(용강동),강원도 강릉시 용강동 58-1 임영관,"6 Imyeong-ro 131beon-gil, Gangneung-si, Gangwon-do",4215010700,임영관,4.21501E+24,033-647-6802,25534,,37.7529446,128.8919029,공공데이터,,,20230207,20230207
KCDCOPO22N000001263,관광지,축제,전국생활문화축제 in강릉,42,강원도,42150,강릉시,4215010300,,4.21504E+11,강원도 강릉시 경강로2021번길 9-1(명주동),강원도 강릉시 명주동 49-1 명주예술마당,"9-1 Gyeonggang-ro 2021beon-gil, Gangneung-si, Gangwon-do",4215010300,명주예술마당,4.21501E+24,033-647-6808,25535,,37.7504033,128.8898121,공공데이터,,,20230207,20230207
KCDCOPO22N000001264,관광지,축제,2022 강릉와인축제,42,강원도,42150,강릉시,4215010500,,4.21503E+11,강원도 강릉시 경강로 2111(임당동),강원도 강릉시 임당동 106-1 임당시장,"2111 Gyeonggang-ro, Gangneung-si, Gangwon-do",4215010500,임당시장,4.21501E+24,033-647-6802,25532,,37.7558923,128.8974693,공공데이터,,,20230207,20230207
KCDCOPO22N000001265,관광지,축제,2022 강릉누들축제,42,강원도,42150,강릉시,4215010500,,4.21503E+11,강원도 강릉시 경강로 2112(임당동),강원도 강릉시 임당동 113-2 금학상가,"2112 Gyeonggang-ro, Gangneung-si, Gangwon-do",4215010500,금학상가,4.21501E+24,033-640-5130,25541,,37.7553861,128.8981649,공공데이터,,,20230207,20230207
KCDCOPO22N000001266,관광지,축제,장수 한우랑 사과랑 축제,45,전라북도,45740,장수군,4574025027,두산리,4.57403E+11,전라북도 장수군 장수읍 한누리로 393,전라북도 장수군 장수읍 두산리 474 장수한누리전당,"393 Hannuri-ro, Jangsu-eup, Jangsu-gun, Jeollabuk-do",4574025027,장수한누리전당,4.57403E+24,063-350-2356,55638,,35.6411154,127.5181094,공공데이터,,,20230207,20230207
KCDCOPO22N000001267,관광지,축제,2022 정조대왕 능행차 공동재현,41,경기도,41115,수원시 팔달구,4111512300,,4.11153E+11,경기도 수원시 팔달구 정조로 825(남창동),경기도 수원시 팔달구 남창동 6-2 화성행궁,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",4111512300,화성행궁,4.11151E+24,031-228-2367,16258,,37.2818826,127.0143944,공공데이터,,,20230207,20230207
KCDCOPO22N000001268,관광지,축제,제59회 수원화성문화제,41,경기도,41115,수원시 팔달구,4111512300,,4.11153E+11,경기도 수원시 팔달구 정조로 825(남창동),경기도 수원시 팔달구 남창동 6-2 화성행궁,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",4111512300,화성행궁,4.11151E+24,031-228-3068,16258,,37.2818826,127.0143944,공공데이터,,,20230207,20230207
KCDCOPO22N000001269,관광지,축제,2022 세계유산축전 수원화성,41,경기도,41115,수원시 팔달구,4111512300,,4.11153E+11,경기도 수원시 팔달구 정조로 825(남창동),경기도 수원시 팔달구 남창동 6-2 화성행궁,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",4111512300,화성행궁,4.11151E+24,031-228-2454,16258,,37.2818826,127.0143944,공공데이터,,,20230207,20230207
KCDCOPO22N000001270,관광지,축제,2022 수원화성 미디어아트쇼,41,경기도,41115,수원시 팔달구,4111512300,,4.11153E+11,경기도 수원시 팔달구 정조로 825(남창동),경기도 수원시 팔달구 남창동 6-2 화성행궁,"825 Jeongjo-ro, Paldal-gu, Suwon-si, Gyeonggi-do",4111512300,화성행궁,4.11151E+24,031-228-2367,16258,,37.2818782,127.0143876,공공데이터,,,20230207,20230207
KCDCOPO22N000001271,관광지,축제,2022 명량대첩축제,46,전라남도,46900,진도군,4690031022,군내면,4.69002E+11,전라남도 진도군 군내면 진도대로 8459-13,전라남도 진도군 군내면 녹진리 1 울돌목해양에너지공원,"8459-13 Jindo-daero, Gunnae-myeon, Jindo-gun, Jeollanam-do",4690031022,울돌목해양에너지공원,4.69003E+24,061-286-5261,58900,,34.5707173,126.3009784,공공데이터,,,20230207,20230207
KCDCOPO22N000001272,관광지,축제,제28회 남도음식문화큰잔치,46,전라남도,46130,여수시,4613012600,,4.61305E+11,전라남도 여수시 박람회길 1(덕충동),전라남도 여수시 덕충동 2005 국제관,"1 Bangnamhoe-gil, Yeosu-si, Jeollanam-do",4613012600,국제관,4.61301E+24,061-286-5771,59723,,34.7521896,127.7465005,공공데이터,,,20230207,20230207
KCDCOPO22N000001273,관광지,축제,대한민국 마한문화제,46,전라남도,46170,나주시,4617033025,신촌리,4.61703E+11,전라남도 나주시 반남면 고분로 747,전라남도 나주시 반남면 신촌리 152-25 국립나주박물관,"747 Gobun-ro, Bannam-myeon, Naju-si, Jeollanam-do",4617033025,국립나주박물관,4.61703E+24,061-339-8722,58301,,34.9148548,126.6589031,공공데이터,,,20230207,20230207
KCDCOPO22N000001274,관광지,축제,천년나주목읍성문화축제,46,전라남도,46170,나주시,4617011300,,4.61705E+11,전라남도 나주시 금성관길 8(과원동),전라남도 나주시 과원동 109-5 나주금성관,"8 Geumseonggwan-gil, Naju-si, Jeollanam-do",4617011300,나주금성관,4.61701E+24,061-339-8722,58257,,35.0333564,126.7165553,공공데이터,,,20230207,20230207
KCDCOPO22N000001275,관광지,축제,강진청자축제,46,전라남도,46810,강진군,4681033022,사당리,4.68105E+11,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127 청자사업소,"33 Cheongjachon-gil, Daegu-myeon, Gangjin-gun, Jeollanam-do",4681033022,청자사업소,4.68103E+24,061-430-3352,59263,,34.5086604,126.8008375,공공데이터,,,20230207,20230207
KCDCOPO22N000001276,관광지,축제,강진만 춤추는 갈대축제,46,전라남도,46810,강진군,4681025025,목리,4.68103E+11,전라남도 강진군 강진읍 남당로 97-23,전라남도 강진군 강진읍 목리 128-1,"97-23 Namdang-ro, Gangjin-eup, Gangjin-gun, Jeollanam-do",4681025025,,4.68103E+24,061-430-3354,59240,,34.6259705,126.7724317,공공데이터,,,20230207,20230207
KCDCOPO22N000001277,관광지,축제,(미확정)동해무릉제,42,강원도,42170,동해시,4217010100,,4.21704E+11,강원도 동해시 덕골길 10(천곡동),강원도 동해시 천곡동 363-1 동해웰빙레포츠타운,"10 Deokgol-gil, Donghae-si, Gangwon-do",4217010100,동해웰빙레포츠타운,4.21701E+24,033-530-2111,25750,,37.516061,129.1021986,공공데이터,,,20230207,20230207
KCDCOPO22N000001278,관광지,축제,고성군민의 날 및 수성문화제,42,강원도,42820,고성군,4282025025,상리,4.28203E+11,강원도 고성군 간성읍 수성로 87,강원도 고성군 간성읍 상리 500,"87 Suseong-ro, Ganseong-eup, Goseong-gun, Gangwon-do",4282025025,,4.28203E+24,0,24728,,38.3763227,128.4650421,공공데이터,,,20230207,20230207
KCDCOPO22N000001279,관광지,축제,웅진성수문병 근무교대식,44,충청남도,44150,공주시,4415010800,,4.41503E+11,충청남도 공주시 웅진로 280(금성동),"충청남도 공주시 금성동 65-3 공산성, 공산성매표소, 공산성관광안내소","280 Ungjin-ro, Gongju-si, Chungcheongnam-do",4415010800,"공산성, 공산성매표소, 공산성관광안내소",4.41501E+24,041-840-8111,32555,,36.4652153,127.1236802,공공데이터,,,20230207,20230207
KCDCOPO22N000001280,관광지,축제,공주 석장리 구석기축제,44,충청남도,44150,공주시,4415012500,,4.41503E+11,충청남도 공주시 금벽로 990(석장리동),충청남도 공주시 석장리동 118 석장리박물관,"990 Geumbyeok-ro, Gongju-si, Chungcheongnam-do",4415012500,석장리박물관,4.41504E+24,041-840-8069,32591,,36.4479522,127.1875895,공공데이터,,,20230207,20230207
KCDCOPO22N000001281,관광지,축제,계룡산산신제,44,충청남도,44150,공주시,4415033029,양화리,4.41503E+11,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1 양화리마을회관,"393 Bomokgogae-ro, Gyeryong-myeon, Gongju-si, Chungcheongnam-do",4415033029,양화리마을회관,4.41503E+24,041-840-8093,32619,,36.333638,127.177107,공공데이터,,,20230207,20230207
KCDCOPO22N000001282,관광지,축제,마곡사 신록축제,44,충청남도,44150,공주시,4415039029,운암리,4.41503E+11,충청남도 공주시 사곡면 마곡사로 966,충청남도 공주시 사곡면 운암리 567 마곡사,"966 Magoksa-ro, Sagok-myeon, Gongju-si, Chungcheongnam-do",4415039029,마곡사,4.41504E+24,041-840-2056,32520,,36.5574059,127.011603,공공데이터,,,20230207,20230207
KCDCOPO22N000001283,관광지,축제,제68회 백제문화제,44,충청남도,44150,공주시,4415012000,,4.41503E+11,충청남도 공주시 금벽로 368(신관동),충청남도 공주시 신관동 553,"368 Geumbyeok-ro, Gongju-si, Chungcheongnam-do",4415012000,,4.41501E+24,041-840-8112,32573,,36.478351,127.1204236,공공데이터,,,20230207,20230207
KCDCOPO22N000001284,관광지,축제,제5회 겨울공주 군밤축제,44,충청남도,44150,공주시,4415011000,금학동,4.41505E+11,충청남도 공주시 수원지공원길 74(금학동),충청남도 공주시 금학동 108-2,"74 Suwonjigongwon-gil, Gongju-si, Chungcheongnam-do",4415011000,,4.41501E+24,041-840-2056,32602,,36.4333692,127.124038,공공데이터,,,20230207,20230207
KCDCOPO22N000001285,관광지,축제,제17회 광릉숲축제,41,경기도,41360,남양주시,4136025325,부평리,4.13604E+11,경기도 남양주시 진접읍 봉선사길 32,경기도 남양주시 진접읍 부평리 255 봉선사,"32 Bongseonsa-gil, Jinjeop-eup, Namyangju-si, Gyeonggi-do",4136025325,봉선사,4.13603E+24,031-590-2454,12001,,37.7463984,127.1836293,공공데이터,,,20230207,20230207
KCDCOPO22N000001286,관광지,축제,제36회 정약용문화제,41,경기도,41360,남양주시,4136036021,능내리,4.13604E+11,경기도 남양주시 조안면 다산로747번길 11,경기도 남양주시 조안면 능내리 94 다산정약용선생유적지,"11 Dasan-ro 747beon-gil, Joan-myeon, Namyangju-si, Gyeonggi-do",4136036021,다산정약용선생유적지,4.13604E+24,031-590-2591,12283,,37.5162745,127.299035,공공데이터,,,20230207,20230207
KCDCOPO22N000001287,관광지,축제,제14회 진안고원 수박축제,45,전라북도,45720,진안군,4572033023,능금리,4.57203E+11,전라북도 진안군 동향면 진성로 1687,전라북도 진안군 동향면 능금리 2198-2,"1687 Jinseong-ro, Donghyang-myeon, Jinan-gun, Jeollabuk-do",4572033023,,4.57203E+24,063-430-2393,55446,,35.8414737,127.5747111,공공데이터,,,20230207,20230207
KCDCOPO22N000001288,관광지,축제,2022 진안홍삼축제,45,전라북도,45720,진안군,4572025023,단양리,4.57203E+11,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778-3,"160 Maisan-ro, Jinan-eup, Jinan-gun, Jeollabuk-do",4572025023,,4.57203E+24,063-430-2392,55438,,35.773251,127.4162559,공공데이터,,,20230207,20230207
KCDCOPO22N000001289,관광지,축제,제4회 가족과 함께하는 진안고원 김치보쌈축제,45,전라북도,45720,진안군,4572025021,군상리,4.57205E+11,전라북도 진안군 진안읍 시장길 8-17,전라북도 진안군 진안읍 군상리 406-8,"8-17 Sijang-gil, Jinan-eup, Jinan-gun, Jeollabuk-do",4572025021,,4.57203E+24,063-430-2393,55430,,35.7926831,127.4284281,공공데이터,,,20230207,20230207
KCDCOPO22N000001290,관광지,축제,2022 마이산 겨울동화축제,45,전라북도,45720,진안군,4572025023,단양리,4.57203E+11,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778-3,"160 Maisan-ro, Jinan-eup, Jinan-gun, Jeollabuk-do",4572025023,,4.57203E+24,063-430-2393,55438,,35.7728567,127.4155512,공공데이터,,,20230207,20230207
KCDCOPO22N000001291,관광지,축제,백운계곡 뜬구름 축제,41,경기도,41650,포천시,4165038022,도평리,4.16503E+11,경기도 포천시 이동면 포화로 148,경기도 포천시 이동면 도평리 720,"148 Pohwa-ro, Idong-myeon, Pocheon-si, Gyeonggi-do",4165038022,,4.16504E+24,0,11110,,38.0700747,127.4018616,공공데이터,,,20230207,20230207
KCDCOPO22N000001292,관광지,축제,억새꽃 축제,41,경기도,41650,포천시,4165039023,산정리,4.16504E+11,경기도 포천시 영북면 산정호수로411번길 89,경기도 포천시 영북면 산정리 191-1,"89 Sanjeonghosu-ro 411beon-gil, Yeongbuk-myeon, Pocheon-si, Gyeonggi-do",4165039023,,4.16504E+24,0,11103,,38.0688661,127.3221101,공공데이터,,,20230207,20230207
KCDCOPO22N000001293,관광지,축제,포천 백운계곡 동장군 축제,41,경기도,41650,포천시,4165038022,도평리,4.16503E+11,경기도 포천시 이동면 화동로 2381,경기도 포천시 이동면 도평리 249,"2381 Hwadong-ro, Idong-myeon, Pocheon-si, Gyeonggi-do",4165038022,,4.16504E+24,0,11110,,38.0547745,127.383869,공공데이터,,,20230207,20230207
KCDCOPO22N000001294,관광지,축제,아트&플레이 페스타,41,경기도,41220,평택시,4122025041,안정리,4.12203E+11,경기도 평택시 팽성읍 안정쇼핑로 11,경기도 평택시 팽성읍 안정리 113-1 안정리 예술인광장,"11 Anjeongshopping-ro, Paengseong-eup, Pyeongtaek-si, Gyeonggi-do",4122025041,안정리 예술인광장,4.12203E+24,031-692-9110,17982,,36.9595599,127.0439994,공공데이터,,,20230207,20230207
KCDCOPO22N000001295,관광지,축제,마토예술제<캐리커처 투어파티>,41,경기도,41220,평택시,4122025041,안정리,4.12203E+11,경기도 평택시 팽성읍 안정쇼핑로 11,경기도 평택시 팽성읍 안정리 113-1 안정리 예술인광장,"11 Anjeongshopping-ro, Paengseong-eup, Pyeongtaek-si, Gyeonggi-do",4122025041,안정리 예술인광장,4.12203E+24,031-692-9110,17982,,36.9595599,127.0439994,공공데이터,,,20230207,20230207
KCDCOPO22N000001296,관광지,축제,마토예술제<물이랑 놀자>,41,경기도,41220,평택시,4122025041,안정리,4.12203E+11,경기도 평택시 팽성읍 안정쇼핑로 11,경기도 평택시 팽성읍 안정리 113-1 안정리 예술인광장,"11 Anjeongshopping-ro, Paengseong-eup, Pyeongtaek-si, Gyeonggi-do",4122025041,안정리 예술인광장,4.12203E+24,031-692-9110,17982,,36.9595599,127.0439994,공공데이터,,,20230207,20230207
KCDCOPO22N000001297,관광지,축제,평택호물빛축제,41,경기도,41220,평택시,4122037030,권관리,4.12204E+11,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 321,"159 Pyeongtaekho-gil, Hyeondeok-myeon, Pyeongtaek-si, Gyeonggi-do",4122037030,,4.12204E+24,031-8053-3544,17972,,36.9214416,126.9222259,공공데이터,,,20230207,20230207
KCDCOPO22N000001298,관광지,축제,마토예술제<K-Play>,41,경기도,41220,평택시,4122025041,안정리,4.12203E+11,경기도 평택시 팽성읍 안정쇼핑로 11,경기도 평택시 팽성읍 안정리 113-1 안정리 예술인광장,"11 Anjeongshopping-ro, Paengseong-eup, Pyeongtaek-si, Gyeonggi-do",4122025041,안정리 예술인광장,4.12203E+24,031-692-9110,17982,,36.9595599,127.0439994,공공데이터,,,20230207,20230207
KCDCOPO22N000001299,관광지,축제,제9회 노을동요제,41,경기도,41220,평택시,4122011800,,4.12203E+11,경기도 평택시 중앙로 277(비전동),경기도 평택시 비전동 847 평택남부문예회관,"277 Jungang-ro, Pyeongtaek-si, Gyeonggi-do",4122011800,평택남부문예회관,4.12201E+24,031-8053-3542,17901,,36.991134,127.114086,공공데이터,,,20230207,20230207
KCDCOPO22N000001300,관광지,축제,제11회 평택 가족캠핑 스마트영상제,41,경기도,41220,평택시,4122031024,동천리,4.12203E+11,경기도 평택시 진위면 진위로 181-94,경기도 평택시 진위면 동천리 679,"181-94 Jinwi-ro, Jinwi-myeon, Pyeongtaek-si, Gyeonggi-do",4122031024,,4.12203E+24,031-8053-3543,17711,,37.1058489,127.1012038,공공데이터,,,20230207,20230207
KCDCOPO22N000001301,관광지,축제,평택한가락페스타,41,경기도,41220,평택시,4122011700,,4.12203E+11,경기도 평택시 평남로 616(합정동),경기도 평택시 합정동 392 소사벌레포츠타운,"616 Pyeongnam-ro, Pyeongtaek-si, Gyeonggi-do",4122011700,소사벌레포츠타운,4.12201E+24,031-8053-3542,17903,,36.987565,127.106511,공공데이터,,,20230207,20230207
KCDCOPO22N000001302,관광지,축제,마토예술제<매직파티>,41,경기도,41220,평택시,4122025041,안정리,4.12203E+11,경기도 평택시 팽성읍 안정쇼핑로 11,경기도 평택시 팽성읍 안정리 113-1 안정리 예술인광장,"11 Anjeongshopping-ro, Paengseong-eup, Pyeongtaek-si, Gyeonggi-do",4122025041,안정리 예술인광장,4.12203E+24,031-692-9110,17982,,36.9595599,127.0439994,공공데이터,,,20230207,20230207
KCDCOPO22N000001303,관광지,축제,동래읍성역사축제,26,부산광역시,26260,동래구,2626010700,,2.62603E+11,부산광역시 동래구 문화로 80(명륜동),부산광역시 동래구 명륜동 137 동래문화회관,"80 Munhwa-ro, Dongnae-gu, Busan",2626010700,동래문화회관,2.62601E+24,051-550-4094,47746,,35.2119507,129.090546,공공데이터,,,20230207,20230207
KCDCOPO22N000001304,관광지,축제,대전효문화뿌리축제,30,대전광역시,30140,중구,3014011900,,3.01403E+11,대전광역시 중구 뿌리공원로 47(안영동),대전광역시 중구 안영동 71-2 효문화마을관리원,"47 Ppurigongwon-ro, Jung-gu, Daejeon",3014011900,효문화마을관리원,3.01401E+24,042-606-6292,35074,,36.2853372,127.3844931,공공데이터,,,20230207,20230207
KCDCOPO22N000001305,관광지,축제,영천보현산별빛축제,47,경상북도,47230,영천시,4723034029,정각리,4.72303E+11,경상북도 영천시 화북면 별빛로 681-32,경상북도 영천시 화북면 정각리 689,"681-32 Byeolbit-ro, Hwabuk-myeon, Yeongcheon-si, Gyeongsangbuk-do",4723034029,,4.72303E+24,054-330-6702,38812,,36.1402561,128.9964736,공공데이터,,,20230207,20230207
KCDCOPO22N000001306,관광지,축제,의왕백운호수축제,41,경기도,41430,의왕시,4143010600,,4.14303E+11,경기도 의왕시 백운로 526(학의동),경기도 의왕시 학의동 341-8,"526 Baegun-ro, Uiwang-si, Gyeonggi-do",4143010600,,4.14301E+24,031-345-2548,16012,,37.3832157,127.000756,공공데이터,,,20230207,20230207
KCDCOPO22N000001307,관광지,축제,2016 광복기념음악회,41,경기도,41171,안양시 만안구,4117110100,,4.11713E+11,경기도 안양시 만안구 병목안로 215(안양동),경기도 안양시 만안구 안양동 산82-2 병목안시민공원관리사무소,"215 Byeongmogan-ro, Manan-gu, Anyang-si, Gyeonggi-do",4117110100,병목안시민공원관리사무소,4.11711E+24,031-687-0500,14023,,37.3852889,126.9076745,공공데이터,,,20230207,20230207
KCDCOPO22N000001308,관광지,축제,2014 안양 아줌마축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001309,관광지,축제,2015 안양 시민축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001310,관광지,축제,2015 안양 아줌마축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001311,관광지,축제,2016 안양 시민축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001312,관광지,축제,2016 안양 아줌마축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001313,관광지,축제,2016 제5회 안양공공예술프로젝트,41,경기도,41171,안양시 만안구,4117110100,,4.11713E+11,경기도 안양시 만안구 예술공원로 180(안양동),경기도 안양시 만안구 안양동 1351 안양파빌리온,"180 Yesulgongwon-ro, Manan-gu, Anyang-si, Gyeonggi-do",4117110100,안양파빌리온,4.11711E+24,031-687-0916,13911,,37.4194056,126.925606,공공데이터,,,20230207,20230207
KCDCOPO22N000001314,관광지,축제,2014 안양시민축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001315,관광지,축제,2017 안양충훈벚꽃축제,41,경기도,41171,안양시 만안구,4117110200,,4.11713E+11,경기도 안양시 만안구 석수로 159(석수동),경기도 안양시 만안구 석수동 797,"159 Seoksu-ro, Manan-gu, Anyang-si, Gyeonggi-do",4117110200,,4.11711E+24,031-687-0500,13975,,37.4046153,126.8961574,공공데이터,,,20230207,20230207
KCDCOPO22N000001316,관광지,축제,2017 안양 아줌마축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001317,관광지,축제,2017 광복기념음악회,41,경기도,41171,안양시 만안구,4117110100,,4.11714E+11,경기도 안양시 만안구 문예로36번길 16(안양동),경기도 안양시 만안구 안양동 549,"16 Munye-ro 36beon-gil, Manan-gu, Anyang-si, Gyeonggi-do",4117110100,,4.11711E+24,031-687-0500,14093,,37.3845878,126.9313651,공공데이터,,,20230207,20230207
KCDCOPO22N000001318,관광지,축제,2017 안양 시민축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
KCDCOPO22N000001319,관광지,축제,2018 안양충훈벚꽃축제,41,경기도,41171,안양시 만안구,4117110200,,4.11713E+11,경기도 안양시 만안구 석수로 159(석수동),경기도 안양시 만안구 석수동 797,"159 Seoksu-ro, Manan-gu, Anyang-si, Gyeonggi-do",4117110200,,4.11711E+24,031-687-0500,13975,,37.4046153,126.8961574,공공데이터,,,20230207,20230207
KCDCOPO22N000001320,관광지,축제,2018 안양여성축제,41,경기도,41173,안양시 동안구,4117310300,,4.11733E+11,경기도 안양시 동안구 관평로 149(평촌동),경기도 안양시 동안구 평촌동 895 중앙공원관리부속,"149 Gwanpyeong-ro, Dongan-gu, Anyang-si, Gyeonggi-do",4117310300,중앙공원관리부속,4.11731E+24,031-687-0500,14067,,37.3901373,126.9613302,공공데이터,,,20230207,20230207
