법정동,장애인구수(4유형),인구수,고령인구수,장애인복지시설수,경로당수,BF인증시설수,무장애산책로,전동휠체어충전소,장애인_실내문화공간,장애인_실외문화공간,주차장수,2020년_불법주차수,2021년_불법주차수,2022년_불법주차수,2023년_불법주차수,장애인구수4_격자할당,lng,lat
지수면,,41,18,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.255545,35.23228883
중앙동,,972,381,0,2,0,0,0,0,0,0,78,29,16,17,54.75,128.0959388,35.19711206
집현면,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0690439,35.27839386
미천면,,41,22,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1131958,35.30072021
문산읍,,86,33,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1671532,35.17419826
사봉면,,25,13,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2552109,35.19622349
평거동,,2107,312,0,3,0,0,0,0,0,0,313,1071,1016,546,58.3,128.0573388,35.17475332
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2106076,35.1198492
이반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3537827,35.16851812
대곡면,,18,15,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1627621,35.30947553
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1885081,35.10194264
가호동,,985,123,0,0,0,0,0,0,0,0,2,19,35,18,24.4516129,128.1176689,35.16544369
금산면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1894585,35.21464954
수곡면,,28,19,0,0,1,0,0,0,0,0,0,0,0,0,0.932773109,127.9256991,35.20233871
명석면,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0469619,35.26497037
천전동,,2158,552,0,2,0,0,2,0,0,2,104,178,297,92,48.47058824,128.0903161,35.1791056
수곡면,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.1172604,35.11134343
일반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2989261,35.17340079
문산읍,,46,29,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2217804,35.14232569
지수면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2666612,35.24574416
수곡면,,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9258168,35.2248809
일반성면,,262,113,0,1,0,0,0,0,0,0,0,0,1,0,3.188679245,128.2769643,35.17354365
미천면,,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1240558,35.28263101
수곡면,,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.8983233,35.22046597
판문동,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0407769,35.16130281
금산면,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1727553,35.18769271
지수면,,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2498847,35.21429034
판문동,,15,9,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0409262,35.18384476
대곡면,,50,33,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1625783,35.28693455
미천면,,24,17,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0968305,35.31883571
일반성면,,35,20,0,1,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2658988,35.16459721
문산읍,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1450482,35.15628399
집현면,,68,25,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1292749,35.24653651
집현면,,121,56,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1181127,35.22405176
사봉면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.266322,35.20967898
신안동,,3435,1102,0,2,0,0,0,0,0,1,0,12,241,196,59.2,128.0738746,35.18369312
금산면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1507891,35.18781274
집현면,,49,13,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.090904,35.2602553
문산읍,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1724954,35.15613475
대평면,,18,9,0,1,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9913946,35.16602171
대곡면,,143,76,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.145833,35.25546616
수곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9312872,35.22035302
정촌면,,32,10,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1119425,35.1339131
미천면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.135087,35.28708201
내동면,,1555,217,0,2,0,0,1,0,0,0,47,30,2,38,1.2125,128.0682263,35.16117717
성북동,,1823,527,1,3,0,0,0,0,0,0,1,25,99,39,55.16666667,128.0739063,35.18820148
미천면,,10,7,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1075618,35.28271498
명석면,,22,13,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0469922,35.26947869
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9974897,35.2651839
대곡면,,14,12,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1625416,35.28242634
명석면,,41,21,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9975999,35.28321728
내동면,,19,15,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0076973,35.1389032
명석면,,24,20,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0302363,35.22897705
수곡면,,27,14,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9311204,35.18879394
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.1392415,35.11573805
가호동,,3442,175,0,0,1,0,0,0,0,0,142,103,172,246,24.4516129,128.1120775,35.15194652
금곡면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2326361,35.12873506
초장동,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.1235378,35.215007
초장동,,39,12,0,0,0,0,0,0,0,0,0,5,0,2,10.35897436,128.1235033,35.2104987
금산면,,128,9,0,0,0,0,0,0,0,0,0,0,0,2,6.915492958,128.1400535,35.21942927
평거동,,3078,734,0,1,0,0,0,0,0,2,319,252,149,43,58.3,128.0628607,35.1792363
가호동,,72,26,0,1,0,0,0,0,0,0,0,0,0,0,24.4516129,128.095577,35.14752023
내동면,,30,17,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0187028,35.14336515
이현동,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.77777778,128.0520615,35.20633704
상대동,,970,261,0,1,0,0,0,0,0,0,86,76,118,229,56,128.1232967,35.18344887
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0461463,35.14324457
미천면,,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1349814,35.27355731
대곡면,,55,32,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1732391,35.24629993
명석면,,136,47,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9975724,35.27870894
금곡면,,22,15,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2215815,35.11978437
사봉면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2333643,35.2098831
집현면,,104,41,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1016638,35.2286431
일반성면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2934357,35.17343688
정촌면,,192,55,0,1,0,0,0,0,0,0,0,0,1,0,4.276923077,128.1010328,35.14298476
진성면,,27,16,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2494705,35.16920843
미천면,,35,21,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1076291,35.29173148
진성면,,30,16,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2495947,35.18273304
문산읍,,997,399,0,5,1,0,0,0,0,0,1,1,0,0,4.13253012,128.1671164,35.16968997
수곡면,,39,18,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9257697,35.21586403
일반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2935671,35.18696134
금곡면,,25,10,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1777232,35.12454605
대곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1628724,35.32300008
이현동,,67,25,0,1,0,0,0,0,0,0,0,0,0,0,19.77777778,128.0465383,35.2018536
금산면,,38,12,0,1,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1344896,35.21044163
대곡면,,355,136,0,2,1,0,0,0,0,0,0,0,0,0,2.068181818,128.1678915,35.26436327
지수면,,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2391843,35.2459151
정촌면,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1448703,35.13374236
사봉면,,25,13,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.28825,35.20502978
집현면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1127204,35.23760455
지수면,,14,9,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2502166,35.25035562
명석면,,25,12,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.030207,35.22446869
금산면,,2855,427,0,3,0,0,0,0,0,0,0,4,0,1,6.915492958,128.1510409,35.21937069
일반성면,,30,19,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2767072,35.14649454
내동면,,112,59,0,2,0,0,0,0,0,0,0,0,0,0,1.2125,128.0352279,35.15231037
금곡면,,48,23,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1774247,35.08847945
지수면,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2172821,35.25506373
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0462366,35.15676978
사봉면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3048166,35.21393763
수곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9476701,35.20225948
사봉면,,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2443914,35.21432424
충무공동,,11,0,0,0,0,0,0,0,0,0,0,92,97,15,39.8,128.1342442,35.17888354
이반성면,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3375901,35.1956817
사봉면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.277136,35.19157633
수곡면,,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9365881,35.18426581
집현면,,41,16,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0962684,35.24219518
내동면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0297386,35.1523345
미천면,,21,17,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1296236,35.29161899
금산면,,103,16,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1344545,35.20593334
집현면,,19,9,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0907077,35.23320552
충무공동,,1848,142,0,0,0,0,0,0,0,0,0,10,12,26,39.8,128.1396646,35.16983804
진성면,,78,34,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2220991,35.17839163
금산면,,29,19,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1398059,35.18787127
금곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1668221,35.13362356
지수면,,77,42,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2829738,35.22760611
가호동,,691,92,0,0,0,0,0,0,0,0,0,11,83,11,24.4516129,128.1176348,35.16093535
문산읍,,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1781345,35.17413728
사봉면,,78,43,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2661103,35.18713814
수곡면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9147594,35.21139373
금곡면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1886598,35.11997589
지수면,,19,12,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2553779,35.21425619
수곡면,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9203923,35.23842538
성북동,,76,30,0,0,0,1,0,0,0,0,13,34,32,14,55.16666667,128.0793979,35.18817533
금산면,,36,17,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1399119,35.20139615
일반성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2714739,35.17357875
대곡면,,31,22,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1682248,35.30493708
문산읍,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1943381,35.14248604
판문동,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0464176,35.18382011
문산읍,,84,36,0,1,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1505376,35.15625464
상평동,,75,21,0,0,0,0,0,0,0,0,0,0,0,0,32.45454545,128.1287185,35.17440385
집현면,,86,33,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1292052,35.23751998
금곡면,,94,50,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1939939,35.10191136
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.008146,35.21103781
대평면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9913404,35.15700485
대평면,,8,6,0,1,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9695372,35.18414256
사봉면,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2715591,35.18259511
집현면,,52,28,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0576469,35.21983691
지수면,,40,18,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2501336,35.24133932
이반성면,,27,20,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.326515,35.18674096
지수면,,60,23,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2500921,35.23683117
금곡면,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1831352,35.11549862
이반성면,,29,15,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3208424,35.16874582
집현면,,65,31,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0688863,35.25585237
금산면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1782468,35.18766208
사봉면,,101,54,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2388165,35.20534151
충무공동,,6076,282,0,1,0,0,0,0,0,0,174,373,475,747,39.8,128.1341742,35.16986691
문산읍,,6,,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1560995,35.16524165
이반성면,,33,21,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.331639,35.15063841
금산면,,54,21,0,1,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1343844,35.19691675
이반성면,,18,13,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.320616,35.14620512
집현면,,61,33,0,1,0,0,0,0,0,0,0,0,0,0,2.517241379,128.12924,35.24202825
금산면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1617356,35.18324495
상대동,,3425,846,0,1,0,0,1,0,0,2,49,38,51,66,56,128.1067892,35.17902419
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0626744,35.15218602
명석면,,21,9,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0412851,35.2379451
평거동,,2154,338,0,1,0,2,0,0,0,1,36,30,743,219,58.3,128.0683204,35.17470229
지수면,,29,17,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2776518,35.24567403
금산면,,11,,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1673744,35.2012479
문산읍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1780222,35.16061244
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1448348,35.12923402
수곡면,,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9311918,35.20231928
미천면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1131618,35.29621197
금산면,,3916,771,0,2,0,0,0,0,0,0,0,75,8,8,6.915492958,128.1510049,35.21486242
문산읍,,193,85,1,0,0,0,0,1,0,0,0,0,0,0,4.13253012,128.1724583,35.15162645
정촌면,,55,27,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1229872,35.14287388
지수면,,48,31,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2444737,35.22334059
금곡면,,10,9,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1942233,35.12896118
가호동,,23,11,0,0,0,0,0,0,0,0,0,2,0,0,24.4516129,128.0956756,35.16104531
이반성면,,15,6,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3535473,35.14597761
초장동,,45,24,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0850836,35.21519894
금곡면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1718289,35.07498492
지수면,,22,13,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2554614,35.22327252
이반성면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3486207,35.20011331
명석면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0360869,35.28305284
가호동,,28,0,0,0,0,0,0,0,0,0,6,4,3,0,24.4516129,128.1011986,35.16552655
대곡면,,32,22,0,2,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1628356,35.3184919
명석면,,10,7,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0304418,35.26053546
초장동,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0905118,35.20615562
이반성면,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3265607,35.19124907
초장동,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.101431,35.1970849
초장동,,19,11,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0906097,35.21968059
문산읍,,816,202,0,1,0,1,0,0,0,0,0,0,17,20,4.13253012,128.1615895,35.16521179
명석면,,29,16,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0192186,35.22451632
정촌면,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1393119,35.12475475
미천면,,36,20,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1240212,35.27812277
금산면,,115,58,0,0,0,0,0,0,0,0,0,0,0,0,6.915492958,128.1621381,35.23283585
하대동,,2847,537,0,2,0,0,1,0,0,0,7,61,53,32,63.45454545,128.1288227,35.18792879
대곡면,,53,35,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1347704,35.24650781
수곡면,,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9421285,35.19326278
내동면,,20,9,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0406278,35.13876077
문산읍,,87,42,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1341042,35.16085027
성북동,,3059,899,0,0,0,0,2,0,0,1,501,1827,1230,870,55.16666667,128.079462,35.19719202
금곡면,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1885839,35.11095927
진성면,,55,28,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2220194,35.16937516
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0460259,35.12521091
수곡면,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,128.1994411,35.09737152
문산읍,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.199981,35.16048755
미천면,,45,19,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1129918,35.27367073
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0571851,35.15221139
미천면,,25,9,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1129579,35.26916247
상평동,,895,235,0,1,0,1,1,1,0,0,44,85,141,86,32.45454545,128.1067557,35.17451586
상봉동,,19,8,0,0,0,0,0,0,0,0,0,1,0,1,56.55555556,128.0630162,35.2017781
대곡면,,103,35,0,0,0,0,0,0,0,0,0,1,913,685,2.068181818,128.1678545,35.25985505
가호동,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4516129,128.1285798,35.15637055
명석면,,18,11,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,127.9920745,35.27873143
진성면,,46,28,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2547941,35.1511415
집현면,,19,8,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0688548,35.25134406
진성면,,59,42,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2113924,35.2100142
초장동,,15,7,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.1014643,35.20159323
진성면,,36,16,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2441035,35.1827669
평거동,,4330,561,0,2,0,0,0,0,0,0,144,52,27,27,58.3,128.0573081,35.17024494
이반성면,,59,34,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.304239,35.15533184
집현면,,20,8,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.0631407,35.21981148
상대동,,4028,1035,0,1,0,0,0,0,0,2,1090,1002,1930,979,56,128.112314,35.18350489
금곡면,,28,15,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.172347,35.13810155
이반성면,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3426632,35.15507068
명석면,,37,17,0,1,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0192474,35.22902469
미천면,,23,12,0,0,0,0,0,0,0,0,0,0,0,0,1.901639344,128.0748604,35.32345057
사봉면,,68,33,0,1,0,0,0,0,0,0,0,0,0,0,1.913793103,128.266068,35.18262996
지수면,,24,13,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.244721,35.25038957
이현동,,24,9,0,0,0,0,0,0,0,0,0,1,0,6,19.77777778,128.0574004,35.18377006
수곡면,,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9148512,35.22942748
명석면,,20,0,0,0,0,1,0,0,0,0,0,0,0,0,1.79245283,128.046629,35.21537868
명석면,,17,13,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0467499,35.23341207
지수면,,96,48,0,0,0,0,0,0,0,0,0,0,0,0,1.37254902,128.272071,35.23669296
이반성면,,52,24,0,1,0,0,0,0,0,0,0,0,0,0,1.630952381,128.3319604,35.18219525
사봉면,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.3154424,35.17779916
문산읍,,16,6,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.1724212,35.14711815
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.276923077,128.1118751,35.12489637
대곡면,,57,33,0,1,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1842679,35.2507465
집현면,,26,17,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1126187,35.22407968
수곡면,,23,14,0,1,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9314065,35.24289512
정촌면,,52,19,0,1,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1119762,35.13842146
가호동,,1788,369,0,1,0,0,0,0,0,0,74,197,187,221,24.4516129,128.1121788,35.16547156
집현면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.1125848,35.21957139
정촌면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1007679,35.10691773
금곡면,,13,11,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.1721248,35.11105164
금곡면,,15,7,0,0,0,0,0,0,0,0,0,0,0,0,1.632183908,128.2047326,35.07479818
문산읍,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13253012,128.2163315,35.14686652
지수면,,38,20,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2720283,35.23218482
이현동,,143,78,0,1,0,0,0,0,0,0,0,9,0,1,19.77777778,128.05197,35.19281195
수곡면,,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9585795,35.18869308
사봉면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2825844,35.18703281
판문동,,12,6,0,0,0,0,0,0,0,0,0,0,0,0,15.02857143,128.0517567,35.1612533
정촌면,,19,12,0,0,0,0,0,0,0,0,0,0,0,0,4.276923077,128.1173284,35.12036017
상봉동,,3935,1343,0,3,2,0,0,0,0,1,59,51,60,88,56.55555556,128.0739697,35.19721818
초장동,,47,16,0,0,0,0,0,0,0,0,0,0,0,0,10.35897436,128.0961035,35.21965366
집현면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.085667,35.29634824
명석면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0027083,35.22007751
진성면,,22,7,0,1,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2276703,35.18737521
미천면,,39,23,0,1,0,0,0,0,0,0,0,0,0,0,1.901639344,128.1243674,35.32320505
내동면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0296218,35.13430082
사봉면,,13,6,0,0,0,0,0,0,0,0,0,0,0,0,1.913793103,128.2333238,35.2053749
대평면,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9641996,35.21121427
금곡면,,23,9,0,1,0,0,0,0,0,0,0,0,0,0,1.632183908,128.216134,35.12432518
내동면,,9,8,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0572466,35.16122817
진성면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607594937,128.2219795,35.16486693
정촌면,,8,0,2,0,0,0,0,0,0,0,0,7,11,0,4.276923077,128.1064211,35.12943232
초장동,,3846,210,0,1,0,0,0,0,0,0,79,393,334,133,10.35897436,128.1070239,35.21058245
내동면,,164,51,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0901206,35.15205545
대곡면,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,2.068181818,128.1514013,35.26445317
천전동,,152,45,0,1,0,0,0,0,0,0,8,0,2,7,48.47058824,128.0847927,35.17462388
수곡면,,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0.932773109,127.9313349,35.22936987
명석면,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0029309,35.25614447
대평면,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.740740741,127.9749238,35.16608741
가호동,,32,0,0,0,0,1,0,0,0,0,10,7,5,5,24.4516129,128.1011322,35.15650984
명석면,,23,12,0,0,0,0,0,0,0,0,0,0,0,0,1.79245283,128.0304712,35.26504379
지수면,,28,17,0,1,0,0,0,0,0,0,0,0,0,0,1.37254902,128.2557123,35.25032143
집현면,,26,14,0,0,0,0,0,0,0,0,0,0,0,0,2.517241379,128.074319,35.24680979
내동면,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2125,128.0627054,35.15669441
일반성면,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.188679245,128.2713461,35.16005419
